text_v2;lemma_text;pos_seq
магазин виглядав занедбаним і неохайним | атмосфера не сприяла приємному шопінгу0;магазин виглядати занедбаний і неохайний | атмосфера не сприяти приємний шопінгу0;NOUN VERB ADJ CCONJ ADJ PUNCT NOUN PART VERB ADJ NOUN
стилісти були талановитими та креативними | вони створили ідеальний образ;стиліст бути талановитий та креативний | вони створити ідеальний образ;NOUN AUX ADJ CCONJ ADJ PUNCT PRON VERB ADJ NOUN
атмосфера салону була розслаблюючою та затишною;атмосфера салон бути розслаблюючий та затишний;NOUN NOUN AUX ADJ CCONJ ADJ
вони використовували високоякісні професійні продукти;вони використовувати високоякісний професійний продукт;PRON VERB ADJ ADJ NOUN
персонал був дуже уважним до моїх побажань та вислухав усі мої вимоги1;персонал бути дуже уважний до мій побажання та вислухати увесь мій вимоги1;NOUN AUX ADV ADJ ADP DET NOUN CCONJ VERB DET DET NOUN
салон був шумним і неохайним | атмосфера не сприяла відпочинку та розслабленню0;салон бути шумний і неохайний | атмосфера не сприяти відпочинок та розслабленню;NOUN AUX ADJ CCONJ ADJ PUNCT NOUN PART VERB NOUN CCONJ NOUN
вони використовували дешеві продукти сумнівної якості;вони використовувати дешевий продукт сумнівний якість;PRON VERB ADJ NOUN ADJ NOUN
персонал був байдужим та неуважним | вони не слухали моїх побажань0;персонал бути байдужий та неуважний | вони не слухати мій побажань0;NOUN AUX ADJ CCONJ ADJ PUNCT PRON PART VERB DET NOUN
ціни були занадто високими для отриманої мною послуги низької якості0;ціна бути занадто високий для отриманий я послуга низький якість;NOUN AUX ADV ADJ ADP ADJ PRON NOUN ADJ NOUN
цей додаток дуже зручний і простий у використанні | інтерфейс інтуїтивний і добре продуманий1;цей додаток дуже зручний і простий у використання | інтерфейс інтуїтивний і добре продуманий 1;DET NOUN ADV ADJ CCONJ ADJ ADP NOUN PUNCT NOUN ADJ CCONJ ADV ADJ NUM
у нього є багато корисних функцій;у він бути багато корисний функція;ADP PRON VERB DET ADJ NOUN
додаток працює швидко та плавно;додаток працювати швидко та плавно;NOUN VERB ADV CCONJ ADV
я ціную постійні оновлення з новими функціями та виправленнями помилок | розробники піклуються про покращення продукту1;я цінувати постійний оновлення з новий функція та виправлення помилка | розробник піклуватися про покращення продуктуя;PRON VERB ADJ NOUN ADP ADJ NOUN CCONJ NOUN NOUN PUNCT NOUN VERB ADP NOUN NOUN
дизайн додатку привабливий і сучасний | користування ним справжнє задоволення1;дизайн додаток привабливий і сучасний | користування він справжній задоволення1;NOUN NOUN ADJ CCONJ ADJ PUNCT NOUN PRON ADJ NOUN
цей додаток має багато вад і несподіваних збоїв | він постійно зависає або вилітає0;цей додаток мати багато вад і несподіваний збій | він постійно зависати або вилітати;DET NOUN VERB DET NOUN CCONJ ADJ NOUN PUNCT PRON ADV VERB CCONJ VERB
інтерфейс заплутаний і незрозумілий | мені важко знайти потрібні функції0;інтерфейс заплутаний і незрозумілий | я важко знайти потрібний функція;NOUN ADJ CCONJ ADJ PUNCT PRON ADV VERB ADJ NOUN
дизайн застарілий і непривабливий | користування ним не приносить задоволення0;дизайн застарілий і непривабливий | користування він не приносити задоволення0;NOUN ADJ CCONJ ADJ PUNCT NOUN PRON PART VERB NOUN
у них неймовірний вибір книг на будьякий смак | я можу знайти тут будьщо1;у вони неймовірний вибір книга на будьякий смак | я могти знайти тут будьщо1;ADP PRON ADJ NOUN NOUN ADP ADJ NOUN PUNCT PRON VERB VERB ADV ADV
персонал дуже компетентний і завжди може порадити чудові книги на основі моїх уподобань1;персонал дуже компетентний і завжди могти порадити чудовий книга на основа мій уподобань1;NOUN ADV ADJ CCONJ ADV VERB VERB ADJ NOUN ADP NOUN DET NOUN
атмосфера затишна та запрошує до читання | я люблю проводити час у цьому книжковому магазині1;атмосфера затишний та запрошувати до читання | я любити проводити час у цей книжковий магазині1;NOUN ADJ CCONJ VERB ADP NOUN PUNCT PRON VERB VERB NOUN ADP DET ADJ NOUN
вони часто проводять цікаві заходи та зустрічі з авторами;вони часто проводити цікавий захід та зустріч з автор;PRON ADV VERB ADJ NOUN CCONJ NOUN ADP NOUN
атмосфера похмура та непривітна | я не почуваю себе комфортно;атмосфера похмурий та непривітний | я не почувати себе комфортно;NOUN ADJ CCONJ ADJ PUNCT PRON PART VERB PRON ADV
вони рідко організовують якісь заходи чи зустрічі;вони рідко організовувати якийсь захід чи зустріч;PRON ADV VERB DET NOUN CCONJ NOUN
персонал був надзвичайно професійним і доброзичливим протягом усього польоту1;персонал бути надзвичайно професійний і доброзичливий протягом увесь польоту1;NOUN AUX ADV ADJ CCONJ ADJ ADP DET NOUN
вони пропонували різноманітний вибір їжі та напоїв високої якості;вони пропонувати різноманітний вибір їжа та напой високий якість;PRON VERB ADJ NOUN NOUN CCONJ NOUN ADJ NOUN
процес реєстрації та посадки пройшов швидко й безпроблемно завдяки ефективній організації персоналу1;процес реєстрація та посадка пройти швидко й безпроблемно завдяки ефективний організація персоналу1;NOUN NOUN CCONJ NOUN VERB ADV CCONJ ADV ADP ADJ NOUN NOUN
екіпаж був байдужим і неуважним до потреб пасажирів | обслуговування було поганим0;екіпаж бути байдужий і неуважний до потреба пасажир | обслуговування бути поганий;NOUN AUX ADJ CCONJ ADJ ADP NOUN NOUN PUNCT NOUN AUX ADJ
крісла були тісними та незручними;крісло бути тісний та незручний;NOUN AUX ADJ CCONJ ADJ
вибір їжі був дуже обмеженим;вибір їжа бути дуже обмежений;NOUN NOUN AUX ADV ADJ
мій рейс затримали на кілька годин без належного пояснення чи компенсації0;мій рейс затримати на кілька година без належний пояснення чи компенсація;DET NOUN VERB ADP DET NOUN ADP ADJ NOUN CCONJ NOUN
процес посадки був хаотичним і погано організованим;процес посадка бути хаотичний і погано організований;NOUN NOUN AUX ADJ CCONJ ADV ADJ
у цьому фітнесцентрі є все необхідне обладнання для повної тренування | усе сучасне та в чудовому стані1;у цей фітнесцентр бути весь необхідне обладнання для повний тренування | усе сучасний та в чудовий стані1;ADP DET NOUN VERB DET ADJ NOUN ADP ADJ NOUN PUNCT PRON ADJ CCONJ ADP ADJ NOUN
тренери надзвичайно кваліфіковані та мотивуючі | вони допомагають мені досягати моїх цілей1;тренер надзвичайно кваліфікований та мотивуючий | вони допомагати я досягати мій цільй1;NOUN ADV NOUN CCONJ ADJ PUNCT PRON VERB PRON VERB DET NOUN
атмосфера дружня та підбадьорлива | я завжди відчуваю себе комфортно;атмосфера дружній та підбадьорливий | я завжди відчувати себе комфортно;NOUN ADJ CCONJ ADJ PUNCT PRON ADV VERB PRON ADV
співвідношення ціни та якості чудове | я отримую хорошу цінність за свої гроші1;співвідношення ціна та якість чудовий | я отримувати хороший цінність за свій гроші;NOUN NOUN CCONJ NOUN ADJ PUNCT PRON VERB ADJ NOUN ADP DET NOUN
обладнання застаріле та погано обслуговується | деякі тренажери навіть зламані0;обладнання застарілий та погано обслуговуватися | деякий тренажера навіть зламанії;NOUN ADJ CCONJ ADV VERB PUNCT DET NOUN PART NOUN
тренери некваліфіковані та байдужі | вони рідко допомагають чи мотивують відвідувачів0;тренер некваліфікований та байдужий | вони рідко допомагати чи мотивувати відвідувач;NOUN ADJ CCONJ ADJ PUNCT PRON ADV VERB CCONJ VERB NOUN
атмосфера неприваблива та деморалізуюча | я не відчуваю себе комфортно під час тренувань0;атмосфера непривабливий та деморалізуючий | я не відчувати себе комфортно під час тренувань0;NOUN ADJ CCONJ ADJ PUNCT PRON PART VERB PRON ADV ADP NOUN NOUN
звук та світлове шоу були приголомшливими;звук та світловий шій бути приголомшивий;NOUN CCONJ ADJ NOUN AUX ADJ
місце проведення було ідеальним красива локація з гарною акустикою1;місце проведення бути ідеальний красивий локація з гарний акустика 1;NOUN NOUN AUX ADJ ADJ NOUN ADP ADJ NOUN NUM
ціни на квитки та їжу були доступними;ціна на квиток та їжа бути доступний;NOUN ADP NOUN CCONJ NOUN AUX ADJ
лайнап артистів був досить слабким;лайнап артист бути досить слабкий;NOUN NOUN AUX ADV ADJ
атмосфера затишна і запрошує до відпочинку над чашкою смачної кави1;атмосфера затишний і запрошувати до відпочинок над чашка смачний кави1;NOUN ADJ CCONJ VERB ADP NOUN ADP NOUN ADJ NOUN
вони пропонують широкий вибір кавових напоїв та солодощів найвищої якості1;вони пропонувати широкий вибір кавовий напой та солодщі найвищий якість;PRON VERB ADJ NOUN ADJ NOUN CCONJ NOUN ADJ NOUN
ціни завищені для пропонованого рівня продуктів та послуг0;ціна завищений для пропонований рівень продукт та послуг0;NOUN ADJ ADP ADJ NOUN NOUN CCONJ NOUN
цей курорт справжній рай | чудові пейзажі;цей курорт справжній рай | чудовий пейзаж;DET NOUN ADJ NOUN PUNCT ADJ NOUN
персонал був надзвичайно професійним і доброзичливим;персонал бути надзвичайно професійний і доброзичливий;NOUN AUX ADV ADJ CCONJ ADJ
номери були елегантно обставлені та пропонували всі сучасні зручності люкскласу1;номер бути елегантно обставлений та пропонувати весь сучасний зручність люкскласу1;NOUN AUX ADV ADJ CCONJ VERB DET ADJ NOUN NOUN
на території курорту було стільки захопливих розваг та діяльності;на територія курорт бути стільки захопливий розвага та діяльність;ADP NOUN NOUN VERB DET ADJ NOUN CCONJ NOUN
їжа була просто чудовою від різноманітних страв на сніданок до вишуканих ресторанів на вечерю1;їжа бути просто чудовий від різноманітний страва на сніданок до вишуканий ресторан на вечерюя;NOUN AUX PART ADJ ADP ADJ NOUN ADP NOUN ADP ADJ NOUN ADP NOUN
територія курорту виглядала занедбаною та потребувала оновлення | краєвиди не були такими приголомшливими0;територія курорт виглядати занедбаний та потребувати оновлення | краєвид не бути такий приголомшивий 0;NOUN NOUN VERB ADJ CCONJ VERB NOUN PUNCT NOUN PART AUX DET ADJ NUM
персонал був некомпетентним і байдужим;персонал бути некомпетентний і байдужий;NOUN AUX ADJ CCONJ ADJ
номери були застарілими та непривабливими;номер бути застарілий та непривабливий;NOUN AUX ADJ CCONJ ADJ
діяльність та розваги були нудними та одноманітними;діяльність та розвага бути нудний та одноманітний;NOUN CCONJ NOUN AUX ADJ CCONJ ADJ
якість та різноманітність їжі були жахливими | більшість страв були непривабливими та несмачними0;якість та різноманітність їжа бути жахливий | більшість страва бути непривабливий та несмачний 0;NOUN CCONJ NOUN NOUN AUX ADJ PUNCT NOUN NOUN AUX ADJ CCONJ ADJ NUM
процес оренди був простим і безпроблемним;процес оренда бути простий і безпроблемний;NOUN NOUN AUX ADJ CCONJ ADJ
автомобіль був новим і чистим;автомобіль бути новий і чистий;NOUN AUX ADJ CCONJ ADJ
вони запропонували широкий вибір автомобілів на будьякий смак і бюджет1;вони запропонувати широкий вибір автомобіл на будьякий смак і бюджет1;PRON VERB ADJ NOUN NOUN ADP ADJ NOUN CCONJ NOUN
персонал був професійним та доброзичливим;персонал бути професійний та доброзичливий;NOUN AUX ADJ CCONJ ADJ
процес оренди був довгим і складним;процес оренда бути довгий і складний;NOUN NOUN AUX ADJ CCONJ ADJ
автомобіль був старим і брудним;автомобіль бути старий і брудний;NOUN AUX ADJ CCONJ ADJ
вибір транспортних засобів був обмеженим;вибір транспортний засіб бути обмежений;NOUN ADJ NOUN AUX ADJ
персонал був неввічливим і некомпетентним;персонал бути неввічливий і некомпетентний;NOUN AUX ADJ CCONJ ADJ
вони використовували високоякісні матеріали та обладнання;вони використовувати високоякісний матеріал та обладнання;PRON VERB ADJ NOUN CCONJ NOUN
роботи були завершені за графіком і в рамках узгодженого бюджету1;робота бути завершений за графік і в рамка узгоджений бюджету1;NOUN AUX ADJ ADP NOUN CCONJ ADP NOUN ADJ NOUN
я був повністю задоволений результатами та тепер маю чудовий оновлений будинок1;я бути повністю задоволений результат та тепер мати чудовий оновлений будинок1;PRON AUX ADV ADJ NOUN CCONJ ADV VERB ADJ ADJ NOUN
працівники часто спізнювалися чи не зявлялися взагалі;працівник часто спізнюватися чи не зявлятися взагалі;NOUN ADV VERB CCONJ PART VERB ADV
вони постійно затягували терміни і перевищували початковий бюджет0;вони постійно затягувати термін і перевищувати початковий бюджет0;PRON ADV VERB NOUN CCONJ VERB ADJ NOUN
результати були далекими від задовільних;результат бути далекий від задовільний;NOUN AUX ADJ ADP ADJ
їхня бібліотека контенту величезна з безліччю фільмів;їхній бібліотека контент величезний з безліч фільм;DET NOUN NOUN ADJ ADP NOUN NOUN
інтерфейс простий та інтуїтивно зрозумілий;інтерфейс простий та інтуїтивно зрозумілий;NOUN ADJ CCONJ ADV ADJ
вони регулярно оновлюють свій каталог новим змістом;вони регулярно оновлювати свій катал новий зміст;PRON ADV VERB DET NOUN ADJ NOUN
бібліотека контенту доволі обмежена і не пропонує багато варіантів;бібліотека контент доволі обмежений і не пропонувати багато варіант;NOUN NOUN ADV ADJ CCONJ PART VERB DET NOUN
якість потокової передачі часто низька;якість потоковий передача часто низький;NOUN ADJ NOUN ADV ADJ
асортимент стильного та модного одягу дуже великий із багатьма варіантами1;асортимент стильний та модний одяг дуже великий із багато варіант 1;NOUN ADJ CCONJ ADJ NOUN ADV ADJ ADP DET NOUN NUM
ціни були завищеними порівняно з магазинами;ціна бути завищений порівняно з магазин;NOUN AUX ADJ ADV ADP NOUN
обслуговування клієнтів залишало бажати кращого;обслуговування клієнт залишати бажати кращий;NOUN NOUN VERB VERB ADJ
вони пропонують широкий асортимент високоякісних будматеріалів та інструментів1;вони пропонувати широкий асортимент високоякісний будматеріал та інструмент 1;PRON VERB ADJ NOUN ADJ NOUN CCONJ NOUN NUM
у них завжди є достатній запас для задоволення попиту1;у вони завжди бути достатній запас для задоволення попиту1;ADP PRON ADV VERB ADJ NOUN ADP NOUN NOUN
вони пропонують доставку та послуги встановлення за розумну плату1;вони пропонувати доставка та послуга встановлення за розумний плату1;PRON VERB NOUN CCONJ NOUN NOUN ADP ADJ NOUN
персонал некомпетентний і не може допомогти з технічними питаннями0;персонал некомпетентний і не могти допомогти з технічний питаннями0;NOUN ADJ CCONJ PART VERB VERB ADP ADJ NOUN
ціни завищені порівняно з конкурентами;ціна завищений порівняно з конкурент;NOUN ADJ ADV ADP NOUN
вони не пропонують додаткових послуг;вони не пропонувати додатковий послуга;PRON PART VERB ADJ NOUN
у них неймовірний вибір спортивного спорядження та одягу від провідних брендів1;у вони неймовірний вибір спортивний спорядження та одяг від провідний брендів1;ADP PRON ADJ NOUN ADJ NOUN CCONJ NOUN ADP ADJ NOUN
персонал добре обізнаний і може дати поради щодо вибору найкращого спорядження1;персонал добре обізнаний і могти дати порада щодо вибір найкращий спорядження1;NOUN ADV ADJ CCONJ VERB VERB NOUN ADP NOUN ADJ NOUN
магазин зручно розташований і має великий вибіркий простір для випробування товарів1;магазин зручно розташований і мати великий вибіркий простір для випробування товар 1;NOUN ADV ADJ CCONJ VERB ADJ ADJ NOUN ADP NOUN NOUN NUM
вони регулярно проводять цікаві заходи та мають програми лояльності для постійних клієнтів1;вони регулярно проводити цікавий захід та мати програма лояльність для постійний клієнт 1;PRON ADV VERB ADJ NOUN CCONJ VERB NOUN NOUN ADP ADJ NOUN NUM
продавці погано обізнані і не можуть надати корисних порад щодо продуктів0;продавець погано обізнаний і не могти надати корисний порад щодо продуктів;NOUN ADV ADJ CCONJ PART VERB VERB ADJ NOUN ADP NOUN
ціни завищені порівняно з конкурентами або інтернетмагазинами0;ціна завищений порівняно з конкурент або інтернетмагазинами0;NOUN ADJ ADV ADP NOUN CCONJ NOUN
жодних спеціальних акцій чи програм лояльності для постійних клієнтів0;жодний спеціальний акція чи програма лояльність для постійний клієнтів;DET ADJ NOUN CCONJ NOUN NOUN ADP ADJ NOUN
агенти були надзвичайно досвідченими та компетентними;агент бути надзвичайно досвідчений та компетентний;NOUN AUX ADV ADJ CCONJ ADJ
вони запропонували чудові пакетні тури за доступними цінами з усіма зручностями1;вони запропонувати чудовий пакетний тур за доступний ціна з увесь зручність 1;PRON VERB ADJ ADJ NOUN ADP ADJ NOUN ADP DET NOUN NUM
процес бронювання був простим і безпроблемним з докладними інструкціями1;процес бронювання бути простий і безпроблемний з докладний інструкція 1;NOUN NOUN AUX ADJ CCONJ ADJ ADP ADJ NOUN NUM
вони були гнучкими та готовими адаптувати маршрут відповідно до моїх вимог1;вони бути гнучкий та готовий адаптувати маршрут відповідно до мій вимога;PRON AUX ADJ CCONJ ADJ VERB NOUN ADV ADP DET NOUN
агенція пропонує цікаві ексклюзивні можливості;агенція пропонувати цікавий ексклюзивний можливість;NOUN VERB ADJ ADJ NOUN
запропоновані пакети були дорогими з обмеженими зручностями та варіантами0;запропонований пакет бути дорогий з обмежений зручність та варіантами0;ADJ NOUN AUX ADJ ADP ADJ NOUN CCONJ NOUN
процес бронювання був складним і плутаним з багатьма бюрократичними формальностями0;процес бронювання бути складний і плутаний з багато бюрократичний формальностями0;NOUN NOUN AUX ADJ CCONJ ADJ ADP DET ADJ NOUN
агенція була негнучкою та неготовою вносити будьякі зміни у свої пропозиції0;агенція бути негнучкий та неготовий вносити будьякий зміна у свій пропозиція;NOUN AUX ADJ CCONJ ADJ VERB ADJ NOUN ADP DET NOUN
їхні тури були стандартними без жодних унікальних можливостей чи переваг0;їхній тур бути стандартний без жодний унікальний можливість чи перевага;DET NOUN AUX ADJ ADP DET ADJ NOUN CCONJ NOUN
вміст курсу всеосяжний і добре структурований для ефективного навчання1;вміст курс всеосяжний і добре структурований для ефективний навчання1;NOUN NOUN ADJ CCONJ ADV ADJ ADP ADJ NOUN
викладачі досвідчені у своїх галузях і добре пояснюють складні концепції1;викладач досвідчений у свій галузь і добре пояснювати складний концепція 1;NOUN ADJ ADP DET NOUN CCONJ ADV VERB ADJ NOUN NUM
навчальні матеріали якісні та сучасні;навчальний матеріал якісний та сучасний;ADJ NOUN ADJ CCONJ ADJ
я отримав цінні сертифікати та підтвердження після завершення курсу1;я отримати цінний сертифікат та підтвердження після завершення курсуя;PRON VERB ADJ NOUN CCONJ NOUN ADP NOUN NOUN
курс був поверхневим і не охопив багато важливих тем по суті0;курс бути поверхневий і не охопити багато важливий тема по суті0;NOUN AUX ADJ CCONJ PART VERB DET ADJ NOUN ADP NOUN
викладання було незрозумілим і плутаним;викладання бути незрозумілий і плутаний;NOUN AUX ADJ CCONJ ADJ
платформа була застарілою і незграбною;платформа бути застарілий і незграбний;NOUN AUX ADJ CCONJ ADJ
навчальні матеріали були застарілими та не відповідали поточним тенденціям0;навчальний матеріал бути застарілий та не відповідати поточний тенденція;ADJ NOUN AUX ADJ CCONJ PART VERB ADJ NOUN
після завершення не було жодного офіційного визнання чи сертифікату0;після завершення не бути жодний офіційний визнання чи сертифікату0;ADP NOUN PART VERB DET ADJ NOUN CCONJ NOUN
вони пропонують багато безкоштовного простору для зберігання;вони пропонувати багато безкоштовний простір для зберігання;PRON VERB DET ADJ NOUN ADP NOUN
синхронізація файлів між пристроями працює чудово;синхронізація файл між пристрій працювати чудово;NOUN NOUN ADP NOUN VERB ADV
вони мають потужні функції спільного доступу та співпраці;вони мати потужний функція спільний доступ та співпраця;PRON VERB ADJ NOUN ADJ NOUN CCONJ NOUN
у мене були проблеми із завантаженням та доступом до моїх файлів через збої в роботі хмарного сервісу0;у я бути проблема із завантаження та доступ до мій файл через збія в робота хмарний сервісува;ADP PRON VERB NOUN ADP NOUN CCONJ NOUN ADP DET NOUN ADP NOUN ADP NOUN ADJ NOUN
безкоштовний простір для зберігання дуже обмежений;безкоштовний простір для зберігання дуже обмежений;ADJ NOUN ADP NOUN ADV ADJ
функції спільного доступу та співпраці обмежені та не підходять для командної роботи0;функція спільний доступ та співпраця обмежений та не підходити для командний роботи0;NOUN ADJ NOUN CCONJ NOUN ADJ CCONJ PART VERB ADP ADJ NOUN
цей трекер точно відстежує активність і допомагає мені досягати моїх фітнесцілей1;цей трекер точно відстежувати активність і допомагати я досягати мій фітнесцілей1;DET NOUN ADV VERB NOUN CCONJ VERB PRON VERB DET NOUN
пристрій легкий і зручний для повсякденного носіння без будьяких незручностей1;пристрій легкий і зручний для повсякденний носіння без будьякий незручність 1;NOUN ADJ CCONJ ADJ ADP ADJ NOUN ADP ADJ NOUN NUM
додаток чудово візуалізує дані та забезпечує корисні аналітичні інструменти1;додаток чудово візуалізувати дані та забезпечувати корисний аналітичний інструменти1;NOUN ADV VERB NOUN CCONJ VERB ADJ ADJ NOUN
він стійкий до пошкоджень і може витримувати інтенсивні тренування1;він стійкий до пошкодження і могти витримувати інтенсивний тренування1;PRON ADJ ADP NOUN CCONJ VERB VERB ADJ NOUN
акумулятор тримає заряд довгий час;акумулятор тримати заряд довгий час;NOUN VERB NOUN ADJ NOUN
відстеження активності неточне та постійно пропускає кроки чи дані0;відстеження активність неточний та постійно пропускати крок чи дані0;NOUN NOUN ADJ CCONJ ADV VERB NOUN CCONJ NOUN
додаток погано спроектований і не надає достатньо деталей чи аналітики0;додаток погано спроектований і не надавати достатньо деталь чи аналітики0;NOUN ADV ADJ CCONJ PART VERB ADV NOUN CCONJ NOUN
він чутливий до пошкоджень і легко розбивається або дряпається0;він чутливий до пошкодження і легко розбиватися або дряпатися;PRON ADJ ADP NOUN CCONJ ADV VERB CCONJ VERB
тривалість роботи акумулятора дуже обмежена;тривалість робота акумулятор дуже обмежений;NOUN NOUN NOUN ADV ADJ
рецепти прості та легкі для приготування;рецепт простий та легкий для приготування;NOUN ADJ CCONJ ADJ ADP NOUN
хост чудово пояснює кожен крок;хост чудово пояснювати кожний крок;NOUN ADV VERB DET NOUN
відео високоякісні з чіткими closeup для зручного перегляду процесу1;відео високоякісний з чіткий closeup для зручний перегляд процесу1;NOUN ADJ ADP ADJ X ADP ADJ NOUN NOUN
вони постійно випускають нові захопливі ідеї та рецепти;вони постійно випускати новий захопливий ідея та рецепт;PRON ADV VERB ADJ ADJ NOUN CCONJ NOUN
ведучий недостатньо пояснює чи демонструє важливі кроки приготування0;ведучий недостатньо пояснювати чи демонструвати важливий крок приготування0;NOUN ADV VERB CCONJ VERB ADJ NOUN NOUN
погане освітлення та кути зйомки заважають добре бачити кухонний процес0;поганий освітлення та кут зйомка заважати добре бачити кухонний процес;ADJ NOUN CCONJ NOUN NOUN VERB ADV VERB ADJ NOUN
асортимент дуже обмежений і повторюваний;асортимент дуже обмежений і повторюваний;NOUN ADV ADJ CCONJ ADJ
канал рідко оновлюється новим контентом;канал рідко оновлюватися новий контент;NOUN ADV VERB ADJ NOUN
цей додаток дійсно допоміг мені краще контролювати свої фінанси та витрачати розумніше1;цей додаток дійсно допомогти я краще контролювати свій фінанси та витрачати розумніше1;DET NOUN ADV VERB PRON ADV VERB DET NOUN CCONJ VERB NOUN
я ціную всі деталізовані звіти та візуалізації;я цінувати весь деталізований звіт та візуалізація;PRON VERB DET ADJ NOUN CCONJ NOUN
він підтримує звязок з моїми банківськими рахунками для автоматичного імпорту транзакцій1;він підтримувати звязок з мій банківський рахунок для автоматичний імпорт транзакція 1;PRON VERB NOUN ADP DET ADJ NOUN ADP ADJ NOUN NOUN NUM
додаток пропонує корисні поради з економії грошей на основі моїх звичок витрат1;додаток пропонувати корисний порада з економія гроші на основа мій звичок витрат1;NOUN VERB ADJ NOUN ADP NOUN NOUN ADP NOUN DET NOUN NOUN
відстежувати всі мої витрати в цьому додатку важко;відстежувати весь мій витрата в цей додаток важко;VERB DET DET NOUN ADP DET NOUN ADV
потрібно вручну вводити кожну транзакцію;потрібно вручну вводити кожний транзакція;ADV ADV VERB DET NOUN
функції звітності та візуалізації досить обмежені та не надають достатнього аналізу0;функція звітність та візуалізація досить обмежений та не надавати достатній аналізу0;NOUN NOUN CCONJ NOUN ADV ADJ CCONJ PART VERB ADJ NOUN
синхронізація з банківськими рахунками не працює належним чином;синхронізація з банківський рахунок не працювати належний чин;NOUN ADP ADJ NOUN PART VERB ADJ NOUN
додаток не пропонує жодних практичних рекомендацій щодо економії коштів0;додаток не пропонувати жодний практичний рекомендація щодо економія коштів;NOUN PART VERB DET ADJ NOUN ADP NOUN NOUN
вони пропонують широкий вибір ресторанів та страв на будьякий смак1;вони пропонувати широкий вибір ресторан та страва на будьякий смак1;PRON VERB ADJ NOUN NOUN CCONJ NOUN ADP ADJ NOUN
процес замовлення простий і зручний через добре спроектований вебсайтдодаток1;процес замовлення простий і зручний через добре спроектований вебсайтдодаток1;NOUN NOUN ADJ CCONJ ADJ ADP ADV ADJ NOUN
їхні гарантії свіжості та політика повернення коштів роблять покупки безпечними1;їхній гарантія свіжість та політика повернення кошти робити покупка безпечний 1;DET NOUN NOUN CCONJ NOUN NOUN NOUN VERB NOUN ADJ NUM
періодичні акції та знижки роблять їх послуги ще більш вартісними1;періодичний акція та знижка робити вони послуга ще більш вартісний 1;ADJ NOUN CCONJ NOUN VERB PRON NOUN ADV ADV ADJ NUM
інтерфейс сайтудодатка застарілий і незграбний;інтерфейс сайтудодатка застарілий і незграбний;NOUN NOUN ADJ CCONJ ADJ
їжа часто приходить запізно та холодною;їжа часто приходити запізно та холодний;NOUN ADV VERB ADV CCONJ ADJ
їхні гарантії не завжди виконуються;їхній гарантія не завжди виконуватися;DET NOUN PART ADV VERB
немає жодних знижок чи акцій;немати жодний знижок чи акція;VERB DET NOUN CCONJ NOUN
звук і світлове шоу були чудовими;звук і світловий шій бути чудовий;NOUN CCONJ ADJ NOUN AUX ADJ
вартість квитка того варта кожної копійки;вартість квитка той вартий кожний копійка;NOUN NOUN DET NOUN DET NOUN
їхня мережа стабільна і надійна;їхній мережа стабільний і надійний;DET NOUN ADJ CCONJ ADJ
тарифні плани гнучкі та доступні для різних потреб та бюджетів1;тарифний план гнучкий та доступний для різний потреба та бюджет 1;ADJ NOUN ADJ CCONJ ADJ ADP ADJ NOUN CCONJ NOUN NUM
вони регулярно пропонують вигідні промоакції та знижки для існуючих клієнтів1;вони регулярно пропонувати вигідний промоакція та знижка для існуючий клієнт 1;PRON ADV VERB ADJ NOUN CCONJ NOUN ADP ADJ NOUN NUM
їхнє мобільне додаток зручне для управління рахунком та послугами1;їхній мобільний додаток зручний для управління рахунок та послуга 1;DET ADJ NOUN ADJ ADP NOUN NOUN CCONJ NOUN NUM
тарифи непрозорі з багатьма прихованими зборами та обмеженнями0;тариф непрозорий з багато прихований збори та обмеженнями0;NOUN ADJ ADP DET ADJ NOUN CCONJ NOUN
немає жодних акцій чи знижок для утримання існуючих клієнтів0;немати жодний акція чи знижок для утримання існуючий клієнтів;VERB DET NOUN CCONJ NOUN ADP NOUN ADJ NOUN
занурення у віртуальні середовища справді допомагає зробити навчання захопливим та інтерактивним досвідом1;занурення у віртуальний середовище справді допомагати зробити навчання захопливий та інтерактивний досвід;NOUN ADP ADJ NOUN ADV VERB VERB NOUN ADJ CCONJ ADJ NOUN
простий у використанні інтерфейс із зручною навігацією між різними віртуальними місцями1;простий у використання інтерфейс із зручний навігація між різний віртуальний місцями 1;ADJ ADP NOUN NOUN ADP ADJ NOUN ADP ADJ ADJ NOUN NUM
вони пропонують широкий спектр курсів і тем;вони пропонувати широкий спектр курс і тема;PRON VERB ADJ NOUN NOUN CCONJ NOUN
vr забезпечує безпечний спосіб практикувати та експериментувати без ризику1;vr забезпечувати безпечний спосіб практикувати та експериментувати без ризик;X VERB ADJ NOUN VERB CCONJ VERB ADP NOUN
середовище vr не забезпечує належної взаємодії та можливостей практики0;середовище vr не забезпечувати належний взаємодія та можливість практики0;NOUN X PART VERB ADJ NOUN CCONJ NOUN NOUN
упаковка продуктів привабливо та елегантно оформлена1;упаковка продукт привабливо та елегантно оформлений;NOUN NOUN ADV CCONJ ADV ADJ
